217	аа	ао	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2939.804#2940.117
218	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2940.117#2940.43
219	значит	значить	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2940.43#2940.75
220	такой	такой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2941.39#2941.667
221	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2941.667#2941.944
222	динозавр	динозавр	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2941.944#2942.221
223	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2942.221#2942.498
224	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2942.498#2942.775
225	Фёдор	Фёдор	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2942.775#2943.052
226	Двинятин	Двинятин	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2943.052#2943.33
227	там	там	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2946.12#2946.318
228	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2946.318#2946.516
229	топ-три	топ-три	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2946.516#2946.714
230	уже	уже	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2946.714#2946.912
231	не	не	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#2946.912#2947.11
232	будет	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#2947.11#2947.31
233	он…	он…	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2949.19#2949.9
234	ну	ну	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#2950.31#2950.491
235	во-первых	во-первых	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2950.491#2950.672
236	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@isn1982m-words#@isn1982m#2950.672#2950.853
237	не	не	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#2950.853#2951.034
238	от	от	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#2951.034#2951.215
239	мира	мир	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2951.215#2951.396
240	сего	се	DET	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2951.396#2951.577
241	абсолютно	абсолютно	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2951.577#2951.76
242	и	и	CCONJ	_	_	_	_	_	@isn1982m-words#@isn1982m#2952.87#2953.116
243	как…	как…	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2953.116#2953.362
244	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2953.362#2953.608
245	аа	ао	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2953.608#2953.854
246	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2953.854#2954.1
247	как	как	SCONJ	_	_	_	_	_	@isn1982m-words#@isn1982m#2954.1#2954.346
248	ус…	ус…	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2954.346#2954.592
249	устроены	устроить	VERB	_	Aspect=Perf|Number=Plur|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@isn1982m-words#@isn1982m#2954.592#2954.838
250	мозги	мозг	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2954.838#2955.084
251	у	у	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#2955.084#2955.33
252	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2955.33#2955.576
253	у	у	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#2955.576#2955.822
254	других	другой	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2955.822#2956.068
255	людей	человек	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2956.068#2956.314
256	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@isn1982m-words#@isn1982m#2956.314#2956.56
257	более-менее	более-менее	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2956.56#2956.806
258	понимаю	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#2956.806#2957.052
259	потому что	потому что	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2957.052#2957.298
260	у	у	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#2957.544#2957.79
261	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@isn1982m-words#@isn1982m#2957.79#2958.036
262	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@isn1982m-words#@isn1982m#2958.036#2958.282
263	устроены	устроить	VERB	_	Aspect=Perf|Number=Plur|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@isn1982m-words#@isn1982m#2958.282#2958.528
264	точно	точно	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2958.528#2958.774
265	так	так	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2958.774#2959.02
266	же	же	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#2959.02#2959.29
267	с	с	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#2960.2#2960.408
268	поправками	поправка	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2960.408#2960.616
269	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2960.616#2960.824
270	а	а	CCONJ	_	_	_	_	_	@isn1982m-words#@isn1982m#2960.824#2961.032
271	как	как	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2961.032#2961.24
272	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@isn1982m-words#@isn1982m#2961.24#2961.448
273	устроены	устроить	VERB	_	Aspect=Perf|Number=Plur|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@isn1982m-words#@isn1982m#2961.448#2961.656
274	у	у	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#2961.656#2961.864
275	Двинятина	Двинятина	PROPN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2961.864#2962.072
276	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@isn1982m-words#@isn1982m#2962.072#2962.28
277	не	не	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#2962.28#2962.488
278	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#2962.488#2962.7
279	ааа	аа	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2964.23#2964.501
280	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2964.501#2964.772
281	значит	значит	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2964.772#2965.043
282	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@isn1982m-words#@isn1982m#2965.043#2965.314
283	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2965.314#2965.585
284	смотрит	смотреть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#2965.585#2965.856
285	куда-то…	куда-то…	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2965.856#2966.127
286	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2966.127#2966.398
287	в	в	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#2966.398#2966.669
288	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2966.669#2966.94
289	в	в	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#2966.94#2967.211
290	какую-то	какой-то	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2967.211#2967.482
291	несуществующую	несуществующий	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2967.482#2967.753
292	точку	точка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2967.753#2968.024
293	сквозь	сквозь	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#2968.024#2968.295
294	свои	свой	DET	_	Case=Acc|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2968.295#2968.566
295	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2968.566#2968.837
296	значит	значить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#2968.837#2969.108
297	толстенные	толстенный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2969.108#2969.379
298	линзы	линза	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#2969.379#2969.65
299	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2969.65#2969.921
300	и	и	CCONJ	_	_	_	_	_	@isn1982m-words#@isn1982m#2969.921#2970.192
301	там	там	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2970.192#2970.463
302	чё-то	чё-то	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2970.463#2970.734
303	видит	видеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#2970.734#2971.005
304	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2971.005#2971.276
305	чего	что	PRON	_	Case=Gen	_	_	_	@isn1982m-words#@isn1982m#2971.276#2971.547
306	никто	никто	PRON	_	Case=Nom	_	_	_	@isn1982m-words#@isn1982m#2971.547#2971.818
307	другой	другой	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2971.818#2972.089
308	не	не	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#2972.089#2972.36
309	видит	видеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#2972.36#2972.64
310	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@isn1982m-words#@isn1982m#2973.49#2973.772
311	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2973.772#2974.054
312	кажется	казаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@isn1982m-words#@isn1982m#2974.054#2974.336
313	интересным	интересный	ADJ	_	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2974.336#2974.62
314	но	но	CCONJ	_	_	_	_	_	@isn1982m-words#@isn1982m#2975.38#2975.571
315	опять	опять	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2975.571#2975.762
316	же	же	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#2975.762#2975.953
317	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2975.953#2976.144
318	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@isn1982m-words#@isn1982m#2976.144#2976.335
319	с	с	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#2976.335#2976.526
320	ним	он	PRON	_	Case=Ins|Gender=Masc|Number=Sing|Person=3	_	_	_	@isn1982m-words#@isn1982m#2976.526#2976.717
321	тоже	тоже	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#2976.717#2976.908
322	практически	практически	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2976.908#2977.099
323	разминулись	разминуться	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@isn1982m-words#@isn1982m#2977.099#2977.29
324	ээ	ээ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2977.62#2977.913
325	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2977.913#2978.206
326	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@isn1982m-words#@isn1982m#2978.206#2978.499
327	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2978.499#2978.792
328	пришёл	прийти	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#2978.792#2979.085
329	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2979.085#2979.378
330	в	в	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#2979.378#2979.671
331	чтогдекогда	чтогдекогд	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2979.671#2979.964
332	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2979.964#2980.257
333	в	в	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#2980.257#2980.55
334	две	два	NUM	_	Animacy=Inan|Case=Acc|Gender=Fem	_	_	_	@isn1982m-words#@isn1982m#2980.55#2980.843
335	тысячи	тысяча	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2980.843#2981.136
336	втором	второй	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2981.136#2981.429
337	году	год	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2981.429#2981.722
338	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2981.722#2982.015
339	а	а	CCONJ	_	_	_	_	_	@isn1982m-words#@isn1982m#2982.015#2982.308
340	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@isn1982m-words#@isn1982m#2982.308#2982.601
341	ушёл	уйти	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#2982.601#2982.894
342	в	в	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#2982.894#2983.187
343	две	два	NUM	_	Animacy=Inan|Case=Acc|Gender=Fem	_	_	_	@isn1982m-words#@isn1982m#2983.187#2983.48
344	тысячи	тысяча	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2983.48#2983.773
345	пятом	пят	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2983.773#2984.07
346	то есть	то есть	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2985.52#2985.768
347	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@isn1982m-words#@isn1982m#2986.016#2986.264
348	его	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	@isn1982m-words#@isn1982m#2986.264#2986.512
349	тоже	тоже	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#2986.512#2986.76
350	скорее	скорее	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2986.76#2987.008
351	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#2987.008#2987.256
352	как	как	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2987.256#2987.504
353	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2987.504#2987.752
354	ээ	ээ	INTJ	_	_	_	_	_	@isn1982m-words#@isn1982m#2987.752#2988.0
355	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2988.0#2988.248
356	как	как	SCONJ	_	_	_	_	_	@isn1982m-words#@isn1982m#2988.248#2988.496
357	зритель	зритель	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2988.496#2988.744
358	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2988.744#2988.992
359	а	а	CCONJ	_	_	_	_	_	@isn1982m-words#@isn1982m#2988.992#2989.24
360	не	не	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#2989.24#2989.488
361	как	как	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2989.488#2989.736
362	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2989.736#2989.984
363	значит	значит	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#2989.984#2990.232
364	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#2990.232#2990.48
365	товарищ	товарищ	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2990.48#2990.728
366	по	по	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#2990.728#2990.976
367	оружию	оружие	NOUN	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#2990.976#2991.23
368	ну	ну	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#3005.93#3006.159
369	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#3006.159#3006.388
370	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#3006.388#3006.617
371	некие	некой	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#3006.617#3006.846
372	на	на	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#3006.846#3007.075
373	этот	этот	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#3007.075#3007.304
374	счёт	счет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#3007.304#3007.533
375	слухи	слух	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#3007.533#3007.762
376	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#3007.762#3007.991
377	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@isn1982m-words#@isn1982m#3007.991#3008.22
378	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#3008.22#3008.449
379	что	что	PRON	_	Case=Nom	_	_	_	@isn1982m-words#@isn1982m#3008.449#3008.678
380	он…	он…	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#3008.678#3008.907
381	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#3008.907#3009.136
382	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@isn1982m-words#@isn1982m#3009.136#3009.365
383	не	не	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#3009.365#3009.594
384	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#3009.594#3009.823
385	почему	почему	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#3009.823#3010.052
386	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@isn1982m-words#@isn1982m#3010.052#3010.281
387	решил	решить	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#3010.281#3010.51
388	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#3010.51#3010.739
389	уйти	уйти	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#3010.739#3010.968
390	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#3010.968#3011.197
391	а	а	CCONJ	_	_	_	_	_	@isn1982m-words#@isn1982m#3011.197#3011.426
392	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#3011.426#3011.655
393	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#3011.655#3011.884
394	что	что	SCONJ	_	_	_	_	_	@isn1982m-words#@isn1982m#3011.884#3012.113
395	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@isn1982m-words#@isn1982m#3012.113#3012.342
396	не	не	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#3012.342#3012.571
397	хочет	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#3012.571#3012.8
398	возвращаться	возвращаться	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Mid	_	_	_	@isn1982m-words#@isn1982m#3012.8#3013.029
399	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#3013.029#3013.258
400	что	что	SCONJ	_	_	_	_	_	@isn1982m-words#@isn1982m#3013.258#3013.487
401	его	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	@isn1982m-words#@isn1982m#3013.487#3013.716
402	много	много	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#3013.716#3013.945
403	раз	раз	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#3013.945#3014.174
404	просили	просить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#3014.174#3014.41
405	но	но	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#3015.0#3015.25
406	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#3015.25#3015.5
407	по	по	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#3015.5#3015.75
408	его	его	DET	_	_	_	_	_	@isn1982m-words#@isn1982m#3015.75#3016.0
409	словам	слово	NOUN	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Plur	_	_	_	@isn1982m-words#@isn1982m#3016.0#3016.25
410	ему	он	PRON	_	Case=Dat|Gender=Masc|Number=Sing|Person=3	_	_	_	@isn1982m-words#@isn1982m#3016.25#3016.5
411	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#3016.5#3016.75
412	неинтересно	неинтересный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@isn1982m-words#@isn1982m#3016.75#3017.0
413	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@isn1982m-words#@isn1982m#3018.69#3018.92
414	кажется	казаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@isn1982m-words#@isn1982m#3018.92#3019.15
415	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#3019.15#3019.38
416	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#3019.38#3019.61
417	обидно	обидный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@isn1982m-words#@isn1982m#3019.61#3019.84
418	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#3019.84#3020.07
419	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@isn1982m-words#@isn1982m#3020.07#3020.3
420	бы	бы	AUX	_	_	_	_	_	@isn1982m-words#@isn1982m#3020.3#3020.53
421	ещё	еще	ADV	_	Degree=Pos	_	_	_	@isn1982m-words#@isn1982m#3020.53#3020.76
422	на	на	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#3020.76#3020.99
423	него	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	@isn1982m-words#@isn1982m#3020.99#3021.22
424	с	с	ADP	_	_	_	_	_	@isn1982m-words#@isn1982m#3021.22#3021.45
425	удовольствием	удовольствие	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#3021.45#3021.68
426	посмотрел	смотреть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#3021.68#3021.92
427	аа	ао	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@isn1982m-words#@isn1982m#3025.7#3025.991
428	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@isn1982m-words#@isn1982m#3025.991#3026.282
429	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#3026.282#3026.573
430	и	и	CCONJ	_	_	_	_	_	@isn1982m-words#@isn1982m#3026.573#3026.864
431	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#3026.864#3027.155
432	ну	ну	PART	_	_	_	_	_	@isn1982m-words#@isn1982m#3027.155#3027.446
433	точнее	точно	ADV	_	Degree=Cmp	_	_	_	@isn1982m-words#@isn1982m#3027.446#3027.737
434	как	как	SCONJ	_	_	_	_	_	@isn1982m-words#@isn1982m#3027.737#3028.028
435	/	/	PUNCT	_	_	_	_	_	@isn1982m-words#@isn1982m#3028.028#3028.319
436	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@isn1982m-words#@isn1982m#3028.319#3028.61
